institutionCode,catalogNumber,otherIdentifier,otherNumber,month,year,binomial,Freshly_killed,massing,totalLength,tailLength,headbodyLength,sex,ageClass,reproductivelyActive,Liver_mass,Cecum_full_mass,Cecum_length,Cecum_curved_length,Cecum_empty_mass,Cecum_dry_mass,Stomach_full_mass,Stomach_length,Stomach_curved_length,Stomach_empty_mass,Stomach_dry_mass,LI_full_mass,LI_length,LI_empty_mass,LI_dry_mass,SI_full_mass,SI_length,SI_empty_mass,SI_dry_mass,Intestine_full_mass (shrew/mole only),Intestine_length (shrew/mole only),Intestine_empty_mass (shrew/mole only),Intestine_dry_mass (shrew/mole only),Total_GI_length ,Total_GI_length_scaled
,,NY,69c76d3c,July,Unknown,Tamias striatus,Unknown,[100],239,97,142,Male,adult,No,,1.4367,66,67,0.3128,0.0552,5.1696,30,45,0.448,0.1271,1.007,197,0.4334,0.0847,4.3411,834,2.1303,0.3567,,,,,1143,8.049295775
,,NY,b878e8ad,June,Unknown,Tamiasciurus hudsonicus,Unknown,[180],274,82,192,Female,adult,No,,4.8969,61,85,0.7016,0.1338,1.8509,34,49,0.9766,0.2131,3.6737,283,1.1707,0.279,6.6722,961,1.9229,0.3068,,,,,1378,7.177083333
,,NY,Xg3hcons,June,2019,Tamiasciurus hudsonicus,Unknown,[240],313,119,194,Female,adult,No,,3.0112,71,71,0.5945,0.1334,8.8553,49,73,1.1088,0.1931,1.6771,232,0.7616,0.1828,11.9339,1253,3.3914,0.4645,,,,,1629,8.396907216
,,NY,82b703d3,June,Unknown,Tamiasciurus hudsonicus,Unknown,[180],297,122,175,Male,adult,Yes,,3.7052,86,89,0.616,0.1329,1.9115,38,64,0.95,0.2607,2.7646,300,0.874,0.1752,5.4646,971,2.1872,0.7777,,,,,1424,8.137142857
,,NY,PkO4uH4z,June,2019,Tamiasciurus hudsonicus,Unknown,[220],314,134,180,Female,adult,No,,2.3357,80,82,0.6125,0.1091,3.1562,41,57,1.4596,0.2537,1.9396,264,0.6244,0.1236,10.0851,1306,5.6245,1.0188,,,,,1709,9.494444444
NCSM,,P22-7-1,,July,2019,Napaeozapus insignis,Unknown,19.1,211,126,85,Female,adult,No,,0.3291,37,37,0.071,0.0131,0.6423,20,42,0.1366,0.0281,,,,,0.6667,189,0.1747,0.0271,,,,,,
NCSM,,P22-7-2,,May,2019,Myodes gapperi,Unknown,35.6,137,32,105,Female,adult,Yes,,2.8468,92,107,0.4434,0.077,2.7282,36,68,0.3057,0.0611,,,,,,,,,,,,,,
NCSM,,P22-7-3,,September,2021,Napaeozapus insignis,Unknown,17.1,213,131,82,Female,adult,No,,,,,,,0.9981,19,36,0.1226,0.0235,,,,,,,,,,,,,,
NCSM,,P22-7-4,,August ,2019,Myodes gapperi,Unknown,23.3,129,35,94,Male,adult,Yes,,1.4019,55,59,0.1401,0.022,0.9719,29,48,0.1711,0.0405,,,,,0.6607,211,0.2224,0.0378,,,,,,
NCSM,,P22-7-5,,May,2019,Napaeozapus insignis,Unknown,17.3,208,125,83,Male,adult,No,,0.1489,51,51,0.0411,0.0065,0.5655,21,44,0.1454,0.0312,0.1872,83,0.1039,0.018,0.8729,225,0.2875,0.0526,,,,,403,4.855421687
NCSM,,P22-7-6,,May,2019,Napaeozapus insignis,Unknown,20.3,229,144,85,Male,adult,Yes,,0.2581,41,44,0.0592,0.0081,0.6502,15,39,0.1502,0.0357,0.2163,85,0.0903,0.0148,1.2625,263,0.3534,0.0669,,,,,431,5.070588235
NCSM,,P22-7-7,,September,2018,Napaeozapus insignis,Unknown,29.9,232,143,89,Male,adult,No,,0.214,49,49,0.0294,0.0077,1.1943,18,52,0.1647,0.0376,0.4621,102,0.1308,0.0285,1.5685,280,0.6239,0.1431,,,,,483,5.426966292
NCSM,,P22-7-8,,September,2019,Napaeozapus insignis,Unknown,20.1,212,130,82,Female,adult,No,,0.3104,56,56,0.0717,0.0139,1.2618,19,41,0.1507,0.0347,0.259,64,0.08,0.0146,1.0731,232,0.3709,0.0792,,,,,393,4.792682927
NCSM,,P22-7-9,,May,2020,Napaeozapus insignis,Unknown,18.8,222,137,85,Male,adult,No,,,,,,,1.2559,22,39,0.1584,0.0345,,,,,,,,,,,,,,
NCSM,,P22-7-10,,May,2020,Napaeozapus insignis,Unknown,19,220,135,85,Male,adult,No,,,,,,,0.6567,15,34,0.1318,0.0317,,,,,,,,,,,,,,
NCSM,,P22-7-11,,September,2021,Myodes gapperi,Unknown,27.6,130,35,95,Female,adult,Yes,,,,,,,0.6919,15,37,0.1569,0.0352,,,,,,,,,,,,,,
NCSM,,P22-7-13,,June,2021,Myodes gapperi,Unknown,20.2,119,35,84,Male,adult,No,,,,,,,0.6007,25,39,0.207,0.0474,,,,,,,,,,,,,,
NCSM,,P22-7-15,,September,2021,Napaeozapus insignis,Unknown,28,244,147,97,Female,adult,No,,0.4313,81,81,0.1032,0.0197,3.6728,25,56,0.2193,0.0529,0.5154,124,0.1358,0.03,2.1781,353,0.6782,0.1551,,,,,614,6.329896907
NCSM,,P22-7-16,,October,2021,Myodes gapperi,Unknown,32,135.5,38,97.5,Female,adult,Yes,,,,,,,0.7054,23,42,0.175,0.0438,,,,,,,,,,,,,,
NCSM,,P22-7-17,,August ,2019,Myodes gapperi,Unknown,30,145,37,108,Male,adult,Yes,,,,,,,1.2279,26,37,0.2055,0.0552,,,,,,,,,,,,,,
,,MOSU,1353,July,2022,Peromyscus leucopus ,No ,26.5,180,83,97,Male,adult,Yes,,0.3758,34,43,0.1042,0.019,4.1568,45,72,0.3736,0.0878,0.1603,68,0.0762,0.0134,1.10997,318,0.4374,0.0804,,,,,501,5.164948454
,,MOSU,1354,July,2022,Peromyscus leucopus ,No ,17.5,163,76,87,Male,adult,Yes,,0.47,34,42,0.1349,0.0209,0.8072,27,45,0.2391,0.0665,0.1902,77,0.1022,0.0163,0.8551,291,0.3908,0.0698,,,,,455,5.229885057
,,MOSU,1355,July,2022,Peromyscus leucopus ,No ,15,162,78,84,Female,adult,No,,0.2388,33,35,0.0637,0.0107,1.1831,34,57,0.218,0.056,0.2245,65,0.052,0.0152,0.6566,254,0.2081,0.0386,,,,,411,4.892857143
,,MOSU,1356,July,2022,Peromyscus leucopus ,No ,21,171,74,97,Male,adult,No,,0.3546,34,37,0.1341,0.0242,1.2163,33,51,0.3011,0.0813,0.1912,76,0.0739,0.0122,0.9794,316,0.5267,0.0964,,,,,480,4.948453608
,,MOSU,1357,July,2022,Reithrodontomys humulis,No ,11.75,139,65,74,Female,adult,Yes,,0.1243,21,30,0.0293,0.0044,0.7057,29,40,0.1282,0.031,0.2788,84,0.1001,0.0172,0.7638,221,0.316,0.0531,,,,,375,5.067567568
,,MOSU,1359,July,2022,Peromyscus leucopus ,No ,21,170,72,98,Male,adult,Yes,,0.6941,41,52,0.1585,0.0212,0.4761,22,40,0.3942,0.0925,0.4667,107,0.1282,0.0193,0.9368,309,0.4564,0.0758,,,,,508,5.183673469
,,MOSU,1361,July,2022,Peromyscus leucopus ,No ,21.5,170,74,96,Male,adult,Yes,,0.4559,38,47,0.1419,0.0983,0.8741,29,46,0.396,0.0211,,,,,,,,,,,,,,
,,MOSU,1363,July,2022,Peromyscus leucopus ,No ,18,173,82,91,Female,adult,No,,0.6578,44,49,0.0892,0.0105,0.605,30,46,0.361,0.0699,0.5966,106,0.1081,0.0169,0.9775,336,0.4923,0.0736,,,,,537,5.901098901
,,MOSU,1364,July,2022,Peromyscus leucopus ,No ,19,162,74,88,Female,adult,No,,0.3711,42,42,0.1062,0.0146,1.5101,36,59,0.2636,0.0669,0.3247,89,0.0909,0.0122,,,,,,,,,,
,,MOSU,1365,July,2022,Peromyscus leucopus ,No ,20.5,172,83,89,Male,adult,Yes,,0.4473,40,46,0.1435,0.0232,1.0404,33,59,0.3427,0.0784,0.224,71,0.0671,0.0108,1.0952,330,0.5932,0.1084,,,,,506,5.685393258
,,MOSU,1366,July,2022,Peromyscus leucopus ,No ,18,170,79,91,Male,adult,Yes,,0.4392,28,42,0.1379,0.022,0.4421,28,41,0.3286,0.0841,0.268,79,0.1134,0.0188,0.7726,258,0.3791,0.061,,,,,420,4.615384615
,,MOSU,1367,July,2022,Peromyscus leucopus ,No ,17.5,162,78,84,Male,adult,Yes,,0.2867,34,38,0.1014,0.0158,0.3411,23,37,0.2792,0.0674,0.2311,79,0.101,0.0154,0.9325,238,0.4842,0.0738,,,,,392,4.666666667
,,MOSU,1369,July,2022,Tamias striatus,No ,105,223,65,158,Male,adult,Yes,,1.942,57,73,0.2655,0.0462,3.8804,30,54,0.4169,0.0821,1.4183,208,0.4486,0.0927,5.1486,786,1.969,0.3772,,,,,1121,7.094936709
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
